date,os,vertical,country,total_DAU,total_downloads,total_duration_minutes
2024-08-01,ANDROID,RMG,USA,"551,997","7,779","9,280,195"
2024-08-01,IOS,RMG,USA,"868,258","22,256","5,211,271"
2024-08-01,ANDROID,Sportsbetting,USA,"547,135","14,015","6,782,261"
2024-08-01,IOS,Sportsbetting,USA,"1,444,865","64,482","19,810,854"
2024-08-02,ANDROID,RMG,USA,"548,071","9,302","10,320,247"
2024-08-02,IOS,RMG,USA,"780,573","23,004","6,847,100"
2024-08-02,ANDROID,Sportsbetting,USA,"564,720","30,791","7,042,790"
2024-08-02,IOS,Sportsbetting,USA,"1,562,708","79,043","19,067,403"
2024-08-03,ANDROID,RMG,USA,"546,075","10,805","9,329,394"
2024-08-03,IOS,RMG,USA,"870,421","23,301","7,349,162"
2024-08-03,IOS,Sportsbetting,USA,"1,635,996","97,454","20,895,028"
2024-08-03,ANDROID,Sportsbetting,USA,"577,569","37,979","7,903,525"
2024-08-04,IOS,RMG,USA,"846,303","20,479","5,577,182"
2024-08-04,ANDROID,RMG,USA,"590,974","9,101","9,340,049"
2024-08-04,ANDROID,Sportsbetting,USA,"618,052","16,063","8,166,439"
2024-08-04,IOS,Sportsbetting,USA,"1,642,285","64,727","20,400,583"
2024-08-05,IOS,RMG,USA,"697,245","19,094","5,185,548"
2024-08-05,ANDROID,RMG,USA,"539,386","7,586","9,510,542"
2024-08-05,ANDROID,Sportsbetting,USA,"600,919","17,167","6,850,895"
2024-08-05,IOS,Sportsbetting,USA,"1,545,570","67,054","18,940,678"
2024-08-06,ANDROID,RMG,USA,"563,651","8,027","8,561,088"
2024-08-06,IOS,RMG,USA,"745,167","21,336","6,504,256"
2024-08-06,IOS,Sportsbetting,USA,"1,549,991","71,835","19,964,712"
2024-08-06,ANDROID,Sportsbetting,USA,"583,510","18,404","6,944,888"
2024-08-07,IOS,RMG,USA,"853,796","21,831","6,292,440"
2024-08-07,ANDROID,RMG,USA,"603,172","7,508","8,996,994"
2024-08-07,ANDROID,Sportsbetting,USA,"608,643","19,112","8,160,301"
2024-08-07,IOS,Sportsbetting,USA,"1,701,025","94,721","20,689,775"
2024-08-08,IOS,RMG,USA,"852,673","20,662","5,219,848"
2024-08-08,ANDROID,RMG,USA,"585,276","8,868","8,769,173"
2024-08-08,ANDROID,Sportsbetting,USA,"587,673","19,216","6,893,957"
2024-08-08,IOS,Sportsbetting,USA,"1,649,909","101,281","21,186,276"
2024-08-09,IOS,RMG,USA,"763,935","20,513","8,211,778"
2024-08-09,ANDROID,RMG,USA,"574,166","9,172","10,242,522"
2024-08-09,IOS,Sportsbetting,USA,"1,783,132","110,141","20,206,728"
2024-08-09,ANDROID,Sportsbetting,USA,"601,474","30,372","7,382,268"
2024-08-10,IOS,RMG,USA,"864,507","24,768","7,640,720"
2024-08-10,ANDROID,RMG,USA,"571,403","11,258","9,083,490"
2024-08-10,IOS,Sportsbetting,USA,"1,825,219","100,499","22,446,972"
2024-08-10,ANDROID,Sportsbetting,USA,"616,863","33,689","8,120,151"
2024-08-11,ANDROID,RMG,USA,"560,527","9,514","9,368,562"
2024-08-11,IOS,RMG,USA,"898,575","23,059","5,618,813"
2024-08-11,ANDROID,Sportsbetting,USA,"659,431","23,484","7,183,301"
2024-08-11,IOS,Sportsbetting,USA,"1,969,956","118,927","22,769,754"
2024-08-12,ANDROID,RMG,USA,"510,380","7,034","9,533,588"
2024-08-12,IOS,RMG,USA,"746,783","21,935","5,133,171"
2024-08-12,ANDROID,Sportsbetting,USA,"657,729","32,280","6,051,732"
2024-08-12,IOS,Sportsbetting,USA,"1,950,034","110,038","19,975,140"
2024-08-13,IOS,RMG,USA,"789,044","19,467","6,739,866"
2024-08-13,ANDROID,RMG,USA,"533,498","9,350","8,968,559"
2024-08-13,IOS,Sportsbetting,USA,"1,960,770","114,156","22,266,654"
2024-08-13,ANDROID,Sportsbetting,USA,"644,242","24,501","6,532,029"
2024-08-14,IOS,RMG,USA,"904,534","22,299","6,907,982"
2024-08-14,ANDROID,RMG,USA,"573,152","8,748","9,036,489"
2024-08-14,IOS,Sportsbetting,USA,"2,117,833","141,542","23,472,853"
2024-08-14,ANDROID,Sportsbetting,USA,"661,158","27,903","7,172,529"
2024-08-15,ANDROID,RMG,USA,"556,766","7,411","8,891,746"
2024-08-15,IOS,RMG,USA,"902,263","20,468","5,283,762"
2024-08-15,IOS,Sportsbetting,USA,"2,003,616","112,201","24,842,797"
2024-08-15,ANDROID,Sportsbetting,USA,"637,968","22,360","6,600,151"
2024-08-16,ANDROID,RMG,USA,"548,644","9,853","9,996,812"
2024-08-16,IOS,RMG,USA,"815,602","24,682","7,622,694"
2024-08-16,IOS,Sportsbetting,USA,"2,159,828","143,538","22,505,135"
2024-08-16,ANDROID,Sportsbetting,USA,"649,365","32,803","6,739,768"
2024-08-17,ANDROID,RMG,USA,"544,284","11,615","9,272,438"
2024-08-17,IOS,RMG,USA,"920,243","25,471","7,824,657"
2024-08-17,ANDROID,Sportsbetting,USA,"674,776","40,773","7,456,190"
2024-08-17,IOS,Sportsbetting,USA,"2,228,282","161,928","25,149,476"
2024-08-18,IOS,RMG,USA,"948,694","24,720","6,332,335"
2024-08-18,ANDROID,RMG,USA,"576,998","9,742","8,764,160"
2024-08-18,IOS,Sportsbetting,USA,"2,315,447","161,116","25,443,854"
2024-08-18,ANDROID,Sportsbetting,USA,"695,541","21,656","7,853,950"
2024-08-19,IOS,RMG,USA,"781,037","19,958","5,426,044"
2024-08-19,ANDROID,RMG,USA,"520,415","6,991","8,832,294"
2024-08-19,IOS,Sportsbetting,USA,"2,363,619","118,834","22,747,047"
2024-08-19,ANDROID,Sportsbetting,USA,"712,490","23,394","6,600,824"
2024-08-20,IOS,RMG,USA,"822,956","23,329","6,246,193"
2024-08-20,ANDROID,RMG,USA,"540,431","7,809","8,336,538"
2024-08-20,IOS,Sportsbetting,USA,"2,331,956","143,450","24,551,208"
2024-08-20,ANDROID,Sportsbetting,USA,"698,301","24,709","6,805,252"
2024-08-21,IOS,RMG,USA,"948,656","24,657","6,708,524"
2024-08-21,ANDROID,RMG,USA,"582,197","7,848","8,341,273"
2024-08-21,IOS,Sportsbetting,USA,"2,522,083","157,939","25,714,184"
2024-08-21,ANDROID,Sportsbetting,USA,"717,532","26,686","7,522,341"
2024-08-22,ANDROID,RMG,USA,"562,412","8,273","8,454,944"
2024-08-22,IOS,RMG,USA,"936,215","24,330","5,691,851"
2024-08-22,ANDROID,Sportsbetting,USA,"693,126","34,068","6,838,207"
2024-08-22,IOS,Sportsbetting,USA,"2,417,210","155,561","27,367,711"
2024-08-23,IOS,RMG,USA,"861,458","31,163","8,441,564"
2024-08-23,ANDROID,RMG,USA,"554,090","12,683","9,440,759"
2024-08-23,IOS,Sportsbetting,USA,"2,560,656","184,957","25,648,561"
2024-08-23,ANDROID,Sportsbetting,USA,"693,508","38,650","7,285,718"
2024-08-24,IOS,RMG,USA,"967,660","29,966","7,776,660"
2024-08-24,ANDROID,RMG,USA,"551,456","17,784","8,492,141"
2024-08-24,IOS,Sportsbetting,USA,"2,613,752","204,421","27,881,874"
2024-08-24,ANDROID,Sportsbetting,USA,"739,675","49,334","8,182,465"
2024-08-25,ANDROID,RMG,USA,"603,693","12,916","10,930,626"
2024-08-25,IOS,RMG,USA,"1,010,563","25,161","5,887,316"
2024-08-25,IOS,Sportsbetting,USA,"2,984,673","207,423","31,492,149"
2024-08-25,ANDROID,Sportsbetting,USA,"853,599","35,261","11,255,804"
2024-08-26,ANDROID,RMG,USA,"546,124","9,738","11,008,324"
2024-08-26,IOS,RMG,USA,"823,028","22,782","5,297,862"
2024-08-26,IOS,Sportsbetting,USA,"3,052,180","206,399","29,257,653"
2024-08-26,ANDROID,Sportsbetting,USA,"866,506","35,627","9,828,859"
2024-08-27,ANDROID,RMG,USA,"573,819","9,309","10,722,419"
2024-08-27,IOS,RMG,USA,"878,551","26,652","6,471,974"
2024-08-27,ANDROID,Sportsbetting,USA,"859,982","40,985","10,013,233"
2024-08-27,IOS,Sportsbetting,USA,"3,013,807","224,116","30,582,311"
2024-08-28,ANDROID,RMG,USA,"604,481","9,678","10,166,344"
2024-08-28,IOS,RMG,USA,"1,005,988","28,195","6,940,670"
2024-08-28,ANDROID,Sportsbetting,USA,"887,096","46,034","10,187,318"
2024-08-28,IOS,Sportsbetting,USA,"3,096,184","221,500","30,589,635"
2024-08-29,ANDROID,RMG,USA,"593,585","11,068","10,956,778"
2024-08-29,IOS,RMG,USA,"990,433","23,752","5,410,314"
2024-08-29,ANDROID,Sportsbetting,USA,"861,791","44,721","9,178,631"
2024-08-29,IOS,Sportsbetting,USA,"3,014,305","213,911","32,658,029"
2024-08-30,ANDROID,RMG,USA,"586,371","14,997","12,081,970"
2024-08-30,IOS,RMG,USA,"940,310","34,790","8,882,045"
2024-08-30,IOS,Sportsbetting,USA,"3,167,626","227,878","31,864,706"
2024-08-30,ANDROID,Sportsbetting,USA,"861,419","54,079","10,245,127"
2024-08-31,ANDROID,RMG,USA,"583,211","22,159","10,472,332"
2024-08-31,IOS,RMG,USA,"1,040,440","36,495","7,415,968"
2024-08-31,ANDROID,Sportsbetting,USA,"930,384","67,981","12,183,443"
2024-08-31,IOS,Sportsbetting,USA,"3,298,700","305,843","35,407,140"
2024-09-01,ANDROID,RMG,USA,"603,169","12,755","10,148,325"
2024-09-01,IOS,RMG,USA,"1,013,843","29,994","5,643,301"
2024-09-01,IOS,Sportsbetting,USA,"4,119,767","392,312","42,991,214"
2024-09-01,ANDROID,Sportsbetting,USA,"1,174,252","56,494","15,896,031"
2024-09-02,IOS,RMG,USA,"819,688","25,360","5,307,106"
2024-09-02,ANDROID,RMG,USA,"548,868","15,193","10,124,415"
2024-09-02,ANDROID,Sportsbetting,USA,"1,194,011","61,577","12,878,453"
2024-09-02,IOS,Sportsbetting,USA,"4,218,038","425,771","37,953,324"
2024-09-03,ANDROID,RMG,USA,"580,644","9,963","10,197,932"
2024-09-03,IOS,RMG,USA,"870,877","21,573","6,384,745"
2024-09-03,ANDROID,Sportsbetting,USA,"1,188,608","51,577","13,585,266"
2024-09-03,IOS,Sportsbetting,USA,"4,092,036","357,869","41,941,663"
2024-09-04,IOS,RMG,USA,"1,009,131","30,586","7,164,695"
2024-09-04,ANDROID,RMG,USA,"609,737","11,465","9,853,874"
2024-09-04,ANDROID,Sportsbetting,USA,"1,242,044","62,895","13,521,519"
2024-09-04,IOS,Sportsbetting,USA,"4,311,501","394,246","40,877,665"
2024-09-05,IOS,RMG,USA,"1,243,775","27,081","5,337,836"
2024-09-05,ANDROID,RMG,USA,"598,350","12,228","10,419,489"
2024-09-05,IOS,Sportsbetting,USA,"4,337,905","449,189","45,697,232"
2024-09-05,ANDROID,Sportsbetting,USA,"1,245,365","73,557","13,527,495"
2024-09-06,ANDROID,RMG,USA,"588,677","16,953","11,019,743"
2024-09-06,IOS,RMG,USA,"943,941","34,685","8,997,319"
2024-09-06,IOS,Sportsbetting,USA,"4,678,324","303,930","46,015,615"
2024-09-06,ANDROID,Sportsbetting,USA,"1,224,809","83,167","13,714,914"
2024-09-07,IOS,RMG,USA,"1,057,966","35,399","7,329,657"
2024-09-07,ANDROID,RMG,USA,"598,028","19,078","10,011,367"
2024-09-07,ANDROID,Sportsbetting,USA,"1,335,197","99,483","17,579,283"
2024-09-07,IOS,Sportsbetting,USA,"4,542,059","230,356","50,095,953"
2024-09-08,IOS,RMG,USA,"1,045,619","32,460","5,700,902"
2024-09-08,ANDROID,RMG,USA,"609,380","13,018","10,819,685"
2024-09-08,ANDROID,Sportsbetting,USA,"1,443,343","81,629","20,210,562"
2024-09-08,IOS,Sportsbetting,USA,"3,817,555","381,435","42,457,242"
2024-09-09,IOS,RMG,USA,"842,227","23,770","5,753,967"
2024-09-09,ANDROID,RMG,USA,"556,141","11,527","10,478,828"
2024-09-09,ANDROID,Sportsbetting,USA,"1,447,694","74,284","15,487,645"
2024-09-09,IOS,Sportsbetting,USA,"3,872,044","260,209","37,617,103"
2024-09-10,IOS,RMG,USA,"927,865","42,463","7,341,408"
2024-09-10,ANDROID,RMG,USA,"603,549","11,539","10,704,232"
2024-09-10,ANDROID,Sportsbetting,USA,"1,445,948","73,821","17,022,078"
2024-09-10,IOS,Sportsbetting,USA,"3,640,294","191,808","40,607,650"
2024-09-11,ANDROID,RMG,USA,"631,037","11,091","9,913,504"
2024-09-11,IOS,RMG,USA,"1,048,755","34,985","7,617,144"
2024-09-11,ANDROID,Sportsbetting,USA,"1,512,329","68,091","16,990,096"
2024-09-11,IOS,Sportsbetting,USA,"3,803,752","177,214","41,174,043"
2024-09-12,IOS,RMG,USA,"1,308,053","29,737","6,662,402"
2024-09-12,ANDROID,RMG,USA,"615,668","11,848","11,244,305"
2024-09-12,IOS,Sportsbetting,USA,"4,011,287","202,488","47,713,960"
2024-09-12,ANDROID,Sportsbetting,USA,"1,711,304","60,213","19,223,454"
2024-09-13,ANDROID,RMG,USA,"606,174","17,158","11,321,501"
2024-09-13,IOS,RMG,USA,"955,051","24,597","9,237,535"
2024-09-13,IOS,Sportsbetting,USA,"4,313,896","176,611","45,042,509"
2024-09-13,ANDROID,Sportsbetting,USA,"1,644,099","59,583","17,454,191"
2024-09-14,IOS,RMG,USA,"1,087,647","27,532","8,169,742"
2024-09-14,ANDROID,RMG,USA,"624,853","17,931","10,782,839"
2024-09-14,ANDROID,Sportsbetting,USA,"1,674,489","71,477","19,364,838"
2024-09-14,IOS,Sportsbetting,USA,"4,096,214","224,850","48,725,759"
2024-09-15,ANDROID,RMG,USA,"575,221","12,802","11,066,457"
2024-09-15,IOS,RMG,USA,"899,301","23,785","5,396,538"
2024-09-15,IOS,Sportsbetting,USA,"3,802,718","189,845","42,656,350"
2024-09-15,ANDROID,Sportsbetting,USA,"1,565,500","55,170","24,687,410"
2024-09-16,IOS,RMG,USA,"727,551","20,532","5,699,820"
2024-09-16,ANDROID,RMG,USA,"541,490","7,054","10,558,820"
2024-09-16,IOS,Sportsbetting,USA,"3,621,713","164,171","34,113,256"
2024-09-16,ANDROID,Sportsbetting,USA,"1,489,499","53,787","15,992,920"
2024-09-17,IOS,RMG,USA,"781,423","21,759","6,863,224"
2024-09-17,ANDROID,RMG,USA,"579,075","6,432","11,007,198"
2024-09-17,ANDROID,Sportsbetting,USA,"1,444,105","54,978","16,643,374"
2024-09-17,IOS,Sportsbetting,USA,"3,278,883","127,921","34,699,817"
2024-09-18,IOS,RMG,USA,"900,285","24,475","7,683,959"
2024-09-18,ANDROID,RMG,USA,"608,309","8,803","9,728,719"
2024-09-18,ANDROID,Sportsbetting,USA,"1,480,326","65,937","16,574,258"
2024-09-18,IOS,Sportsbetting,USA,"3,321,303","80,910","33,947,863"
2024-09-19,ANDROID,RMG,USA,"584,176","9,307","11,025,177"
2024-09-19,IOS,RMG,USA,"1,051,431","21,658","6,065,257"
2024-09-19,ANDROID,Sportsbetting,USA,"1,697,770","47,629","19,227,932"
2024-09-19,IOS,Sportsbetting,USA,"3,645,475","117,997","43,140,461"
2024-09-20,IOS,RMG,USA,"792,019","21,925","9,120,428"
2024-09-20,ANDROID,RMG,USA,"572,203","12,064","11,322,084"
2024-09-20,ANDROID,Sportsbetting,USA,"1,571,980","56,043","16,208,979"
2024-09-20,IOS,Sportsbetting,USA,"3,512,931","96,257","35,483,354"
2024-09-21,IOS,RMG,USA,"918,675","24,985","7,874,895"
2024-09-21,ANDROID,RMG,USA,"592,965","13,106","11,075,791"
2024-09-21,ANDROID,Sportsbetting,USA,"1,551,576","64,604","17,305,234"
2024-09-21,IOS,Sportsbetting,USA,"3,553,593","121,154","41,515,030"
2024-09-22,IOS,RMG,USA,"862,112","24,473","5,310,699"
2024-09-22,ANDROID,RMG,USA,"614,525","8,638","13,238,104"
2024-09-22,ANDROID,Sportsbetting,USA,"1,671,305","44,193","26,558,334"
2024-09-22,IOS,Sportsbetting,USA,"4,154,050","200,237","48,286,290"
2024-09-23,ANDROID,RMG,USA,"582,020","5,822","12,151,044"
2024-09-23,IOS,RMG,USA,"681,631","19,547","5,145,178"
2024-09-23,IOS,Sportsbetting,USA,"3,810,905","153,339","37,947,210"
2024-09-23,ANDROID,Sportsbetting,USA,"1,525,858","30,724","15,727,701"
2024-09-24,IOS,RMG,USA,"742,737","21,864","6,293,438"
2024-09-24,ANDROID,RMG,USA,"620,284","5,908","13,065,771"
2024-09-24,IOS,Sportsbetting,USA,"3,517,224","172,926","38,794,849"
2024-09-24,ANDROID,Sportsbetting,USA,"1,454,336","44,124","16,115,337"
2024-09-25,ANDROID,RMG,USA,"644,101","7,985","11,239,633"
2024-09-25,IOS,RMG,USA,"843,564","21,790","6,928,582"
2024-09-25,IOS,Sportsbetting,USA,"3,372,513","124,217","35,896,200"
2024-09-25,ANDROID,Sportsbetting,USA,"1,451,892","48,733","16,234,200"
2024-09-26,ANDROID,RMG,USA,"629,959","9,610","12,658,153"
2024-09-26,IOS,RMG,USA,"1,014,673","19,657","5,471,609"
2024-09-26,ANDROID,Sportsbetting,USA,"1,698,384","40,392","18,988,619"
2024-09-26,IOS,Sportsbetting,USA,"3,504,590","73,891","44,056,789"
2024-09-27,ANDROID,RMG,USA,"615,481","13,574","13,316,209"
2024-09-27,IOS,RMG,USA,"747,804","25,543","9,042,322"
2024-09-27,IOS,Sportsbetting,USA,"3,793,912","133,243","39,011,830"
2024-09-27,ANDROID,Sportsbetting,USA,"1,525,788","52,359","15,260,841"
2024-09-28,ANDROID,RMG,USA,"627,772","15,613","12,516,783"
2024-09-28,IOS,RMG,USA,"873,906","26,925","7,478,408"
2024-09-28,ANDROID,Sportsbetting,USA,"1,485,807","65,069","16,131,264"
2024-09-28,IOS,Sportsbetting,USA,"3,600,020","139,647","43,541,536"
2024-09-29,IOS,RMG,USA,"927,925","25,125","5,840,747"
2024-09-29,ANDROID,RMG,USA,"655,732","12,110","12,973,589"
2024-09-29,ANDROID,Sportsbetting,USA,"1,752,922","42,702","31,123,370"
2024-09-29,IOS,Sportsbetting,USA,"4,187,535","177,530","50,961,840"
2024-09-30,ANDROID,RMG,USA,"619,946","9,048","12,402,813"
2024-09-30,IOS,RMG,USA,"731,647","15,938","5,305,008"
2024-09-30,IOS,Sportsbetting,USA,"3,859,484","165,225","37,670,122"
2024-09-30,ANDROID,Sportsbetting,USA,"1,564,629","39,236","17,769,697"
2024-10-01,IOS,RMG,USA,"792,625","24,862","6,596,859"
2024-10-01,ANDROID,RMG,USA,"652,323","8,522","13,577,215"
2024-10-01,IOS,Sportsbetting,USA,"3,543,250","160,093","38,016,808"
2024-10-01,ANDROID,Sportsbetting,USA,"1,477,631","44,663","17,518,768"
2024-10-02,IOS,RMG,USA,"895,795","19,835","7,482,398"
2024-10-02,ANDROID,RMG,USA,"678,280","9,590","11,987,754"
2024-10-02,IOS,Sportsbetting,USA,"3,258,990","90,311","32,596,722"
2024-10-02,ANDROID,Sportsbetting,USA,"1,435,776","59,799","17,135,016"
2024-10-03,ANDROID,RMG,USA,"671,275","10,390","12,986,762"
2024-10-03,IOS,RMG,USA,"1,061,852","22,856","6,769,714"
2024-10-03,ANDROID,Sportsbetting,USA,"1,709,421","43,638","20,273,819"
2024-10-03,IOS,Sportsbetting,USA,"3,403,087","73,318","40,429,385"
2024-10-04,ANDROID,RMG,USA,"639,304","13,917","13,538,615"
2024-10-04,IOS,RMG,USA,"810,930","21,761","9,723,722"
2024-10-04,ANDROID,Sportsbetting,USA,"1,504,981","53,465","15,787,837"
2024-10-04,IOS,Sportsbetting,USA,"3,610,734","145,165","36,794,579"
2024-10-05,ANDROID,RMG,USA,"665,135","17,765","13,013,235"
2024-10-05,IOS,RMG,USA,"944,719","24,097","8,140,859"
2024-10-05,IOS,Sportsbetting,USA,"3,556,967","126,237","41,883,800"
2024-10-05,ANDROID,Sportsbetting,USA,"1,457,942","64,238","17,152,578"
2024-10-06,ANDROID,RMG,USA,"645,433","12,380","9,695,874"
2024-10-06,IOS,RMG,USA,"763,662","18,665","5,271,486"
2024-10-06,IOS,Sportsbetting,USA,"3,990,235","164,174","49,334,396"
2024-10-06,ANDROID,Sportsbetting,USA,"1,784,958","48,277","31,173,550"
2024-10-07,IOS,RMG,USA,"633,912","15,594","4,858,986"
2024-10-07,ANDROID,RMG,USA,"613,961","9,117","9,780,143"
2024-10-07,ANDROID,Sportsbetting,USA,"1,568,861","39,870","17,358,157"
2024-10-07,IOS,Sportsbetting,USA,"3,774,007","160,544","40,120,225"
2024-10-08,ANDROID,RMG,USA,"640,988","8,459","11,250,588"
2024-10-08,IOS,RMG,USA,"700,048","22,921","6,316,554"
2024-10-08,IOS,Sportsbetting,USA,"3,488,944","155,085","37,550,019"
2024-10-08,ANDROID,Sportsbetting,USA,"1,451,712","41,058","15,978,159"
2024-10-09,ANDROID,RMG,USA,"669,706","8,428","10,127,555"
2024-10-09,IOS,RMG,USA,"735,917","21,647","7,127,331"
2024-10-09,IOS,Sportsbetting,USA,"3,194,702","104,699","31,383,922"
2024-10-09,ANDROID,Sportsbetting,USA,"1,399,861","40,245","15,848,100"
2024-10-10,ANDROID,RMG,USA,"659,769","13,119","10,495,843"
2024-10-10,IOS,RMG,USA,"931,446","19,745","6,276,014"
2024-10-10,IOS,Sportsbetting,USA,"3,214,200","59,191","37,647,995"
2024-10-10,ANDROID,Sportsbetting,USA,"1,697,823","37,025","18,752,348"
2024-10-11,ANDROID,RMG,USA,"635,136","13,573","10,794,460"
2024-10-11,IOS,RMG,USA,"718,790","21,176","9,331,931"
2024-10-11,ANDROID,Sportsbetting,USA,"1,471,107","50,174","13,923,220"
2024-10-11,IOS,Sportsbetting,USA,"3,405,452","68,073","34,646,223"
2024-10-12,IOS,RMG,USA,"799,539","24,990","7,760,689"
2024-10-12,ANDROID,RMG,USA,"661,964","15,553","10,817,229"
2024-10-12,IOS,Sportsbetting,USA,"3,333,029","95,812","38,613,970"
2024-10-12,ANDROID,Sportsbetting,USA,"1,416,720","60,267","15,004,109"
2024-10-13,IOS,RMG,USA,"704,918","24,918","5,305,348"
2024-10-13,ANDROID,RMG,USA,"645,143","10,225","10,765,393"
2024-10-13,ANDROID,Sportsbetting,USA,"1,904,508","43,166","32,816,962"
2024-10-13,IOS,Sportsbetting,USA,"4,077,012","160,249","51,669,390"
2024-10-14,IOS,RMG,USA,"575,945","18,328","4,989,632"
2024-10-14,ANDROID,RMG,USA,"617,550","7,652","11,239,960"
2024-10-14,ANDROID,Sportsbetting,USA,"1,657,835","39,523","17,780,352"
2024-10-14,IOS,Sportsbetting,USA,"3,895,209","149,357","42,624,111"
2024-10-15,IOS,RMG,USA,"626,036","20,408","6,188,508"
2024-10-15,ANDROID,RMG,USA,"645,001","7,163","12,552,126"
2024-10-15,ANDROID,Sportsbetting,USA,"1,526,067","39,875","16,188,138"
2024-10-15,IOS,Sportsbetting,USA,"3,540,183","131,659","38,213,456"
2024-10-16,IOS,RMG,USA,"655,998","20,656","6,993,506"
2024-10-16,ANDROID,RMG,USA,"664,647","5,350","11,435,550"
2024-10-16,ANDROID,Sportsbetting,USA,"1,446,008","35,547","15,808,380"
2024-10-16,IOS,Sportsbetting,USA,"3,149,692","74,913","31,246,240"
