date,os,vertical,country,total_DAU,total_downloads,total_duration_minutes
2025-03-20,IOS,RMG,USA,"889,490","21,415","6,453,848"
2025-03-20,ANDROID,Sportsbetting,USA,"711,219","26,198","8,848,781"
2025-03-20,IOS,Sportsbetting,USA,"2,353,551","141,638","28,964,422"
2025-03-21,ANDROID,RMG,USA,"676,736","6,668","10,999,685"
2025-03-21,IOS,RMG,USA,"860,257","23,236","7,331,699"
2025-03-21,ANDROID,Sportsbetting,USA,"683,562","38,995","8,706,323"
2025-03-21,IOS,Sportsbetting,USA,"2,563,320","175,151","31,130,835"
2025-03-22,IOS,RMG,USA,"942,519","27,739","7,096,712"
2025-03-22,ANDROID,RMG,USA,"703,712","10,602","12,065,941"
2025-03-22,IOS,Sportsbetting,USA,"2,688,046","117,821","34,465,731"
2025-03-22,ANDROID,Sportsbetting,USA,"804,347","46,273","12,625,070"
2025-03-23,IOS,RMG,USA,"908,768","25,410","6,797,305"
2025-03-23,ANDROID,RMG,USA,"746,919","9,874","14,025,133"
2025-03-23,IOS,Sportsbetting,USA,"2,658,527","120,974","34,470,007"
2025-03-23,ANDROID,Sportsbetting,USA,"978,348","29,870","13,652,093"
2025-03-24,ANDROID,RMG,USA,"691,921","9,997","13,288,121"
2025-03-24,IOS,RMG,USA,"770,304","18,727","7,246,959"
2025-03-24,IOS,Sportsbetting,USA,"2,433,975","129,691","24,494,680"
2025-03-24,ANDROID,Sportsbetting,USA,"796,333","28,855","7,699,056"
2025-03-25,ANDROID,RMG,USA,"717,296","4,043","13,567,069"
2025-03-25,IOS,RMG,USA,"789,190","21,847","6,793,056"
2025-03-25,ANDROID,Sportsbetting,USA,"705,864","20,852","7,299,211"
2025-03-25,IOS,Sportsbetting,USA,"2,364,188","135,343","25,412,533"
2025-03-26,IOS,RMG,USA,"842,488","20,360","6,859,361"
2025-03-26,ANDROID,RMG,USA,"709,761","9,642","13,937,915"
2025-03-26,ANDROID,Sportsbetting,USA,"688,334","25,194","7,573,515"
2025-03-26,IOS,Sportsbetting,USA,"2,006,738","53,344","20,237,421"
2025-03-27,IOS,RMG,USA,"890,579","21,442","6,374,138"
2025-03-27,ANDROID,RMG,USA,"733,841","5,902","13,384,126"
2025-03-27,ANDROID,Sportsbetting,USA,"699,328","25,663","8,116,630"
2025-03-27,IOS,Sportsbetting,USA,"2,159,063","77,731","27,036,290"
2025-03-28,IOS,RMG,USA,"839,888","26,458","7,122,131"
2025-03-28,ANDROID,RMG,USA,"703,611","7,293","13,233,306"
2025-03-28,IOS,Sportsbetting,USA,"2,466,841","123,889","29,960,239"
2025-03-28,ANDROID,Sportsbetting,USA,"685,078","33,634","8,085,654"
2025-03-29,ANDROID,RMG,USA,"721,200","13,753","14,224,556"
2025-03-29,IOS,RMG,USA,"920,821","27,635","6,964,655"
2025-03-29,ANDROID,Sportsbetting,USA,"776,614","42,179","11,205,068"
2025-03-29,IOS,Sportsbetting,USA,"2,368,913","89,026","30,436,424"
2025-03-30,ANDROID,RMG,USA,"730,171","10,794","16,095,682"
2025-03-30,IOS,RMG,USA,"877,073","28,728","6,423,317"
2025-03-30,IOS,Sportsbetting,USA,"2,401,450","74,421","32,242,967"
2025-03-30,ANDROID,Sportsbetting,USA,"991,146","19,640","13,761,325"
2025-03-31,IOS,RMG,USA,"717,509","23,504","6,792,764"
2025-03-31,ANDROID,RMG,USA,"683,510","10,235","15,539,370"
2025-03-31,ANDROID,Sportsbetting,USA,"803,842","23,456","7,819,015"
2025-03-31,IOS,Sportsbetting,USA,"2,131,588","55,407","23,215,199"
2025-04-01,IOS,RMG,USA,"741,950","21,633","6,515,303"
2025-04-01,ANDROID,RMG,USA,"712,684","7,591","15,492,637"
2025-04-01,IOS,Sportsbetting,USA,"2,028,074","52,003","23,663,363"
2025-04-01,ANDROID,Sportsbetting,USA,"714,984","28,407","7,816,634"
2025-04-02,IOS,RMG,USA,"796,830","20,856","6,505,753"
2025-04-02,ANDROID,RMG,USA,"714,384","7,073","15,756,204"
2025-04-02,IOS,Sportsbetting,USA,"1,872,468","47,536","19,904,001"
2025-04-02,ANDROID,Sportsbetting,USA,"724,901","23,227","8,012,155"
2025-04-03,ANDROID,RMG,USA,"725,015","12,766","15,613,422"
2025-04-03,IOS,RMG,USA,"823,597","20,223","5,869,999"
2025-04-03,ANDROID,Sportsbetting,USA,"753,592","25,370","8,976,825"
2025-04-03,IOS,Sportsbetting,USA,"1,998,634","46,756","26,136,889"
2025-04-04,IOS,RMG,USA,"773,436","23,109","6,539,585"
2025-04-04,ANDROID,RMG,USA,"704,454","7,778","15,468,635"
2025-04-04,ANDROID,Sportsbetting,USA,"754,189","35,171","9,165,293"
2025-04-04,IOS,Sportsbetting,USA,"2,217,406","65,884","28,436,637"
2025-04-05,ANDROID,RMG,USA,"714,774","14,035","16,028,391"
2025-04-05,IOS,RMG,USA,"865,878","31,837","6,651,216"
2025-04-05,ANDROID,Sportsbetting,USA,"838,817","41,574","12,257,017"
2025-04-05,IOS,Sportsbetting,USA,"2,164,673","58,711","30,482,082"
2025-04-06,IOS,RMG,USA,"822,199","24,886","6,378,925"
2025-04-06,ANDROID,RMG,USA,"707,468","11,535","17,215,068"
2025-04-06,IOS,Sportsbetting,USA,"2,525,792","68,504","33,609,975"
2025-04-06,ANDROID,Sportsbetting,USA,"928,450","15,860","12,709,571"
2025-04-07,ANDROID,RMG,USA,"667,578","8,002","15,835,696"
2025-04-07,IOS,RMG,USA,"679,025","17,554","6,327,941"
2025-04-07,ANDROID,Sportsbetting,USA,"765,488","25,872","7,973,175"
2025-04-07,IOS,Sportsbetting,USA,"2,173,293","49,782","24,392,203"
2025-04-08,ANDROID,RMG,USA,"685,814","7,086","15,803,294"
2025-04-08,IOS,RMG,USA,"700,070","16,973","6,415,476"
2025-04-08,IOS,Sportsbetting,USA,"2,098,541","77,954","24,845,982"
2025-04-08,ANDROID,Sportsbetting,USA,"698,033","24,063","7,661,420"
2025-04-09,ANDROID,RMG,USA,"697,276","9,648","16,061,047"
2025-04-09,IOS,RMG,USA,"758,172","18,912","6,294,016"
2025-04-09,IOS,Sportsbetting,USA,"1,923,679","59,623","21,521,047"
2025-04-09,ANDROID,Sportsbetting,USA,"704,563","31,505","8,038,248"
2025-04-10,ANDROID,RMG,USA,"694,019","6,976","15,892,941"
2025-04-10,IOS,RMG,USA,"780,412","20,367","5,810,562"
2025-04-10,ANDROID,Sportsbetting,USA,"727,687","27,441","8,763,397"
2025-04-10,IOS,Sportsbetting,USA,"2,052,792","65,938","27,831,573"
2025-04-11,ANDROID,RMG,USA,"684,998","8,735","15,472,977"
2025-04-11,IOS,RMG,USA,"737,440","21,658","6,480,791"
2025-04-11,ANDROID,Sportsbetting,USA,"734,535","35,487","9,152,493"
2025-04-11,IOS,Sportsbetting,USA,"2,272,596","82,214","30,279,315"
2025-04-12,IOS,RMG,USA,"816,746","23,795","6,615,936"
2025-04-12,ANDROID,RMG,USA,"681,745","15,181","16,499,829"
2025-04-12,ANDROID,Sportsbetting,USA,"800,581","42,639","11,510,423"
2025-04-12,IOS,Sportsbetting,USA,"2,314,778","93,090","33,199,177"
2025-04-13,ANDROID,RMG,USA,"720,456","12,897","15,015,263"
2025-04-13,IOS,RMG,USA,"796,912","20,563","6,181,522"
2025-04-13,ANDROID,Sportsbetting,USA,"872,733","17,619","12,010,540"
2025-04-13,IOS,Sportsbetting,USA,"2,193,965","53,053","29,660,871"
2025-04-14,IOS,RMG,USA,"665,664","16,727","6,296,391"
2025-04-14,ANDROID,RMG,USA,"681,469","10,149","13,789,241"
2025-04-14,ANDROID,Sportsbetting,USA,"723,039","21,771","7,410,707"
2025-04-14,IOS,Sportsbetting,USA,"1,913,836","57,974","20,795,082"
2025-04-15,ANDROID,RMG,USA,"704,666","10,787","13,726,332"
2025-04-15,IOS,RMG,USA,"692,153","19,366","6,649,567"
2025-04-15,IOS,Sportsbetting,USA,"1,807,980","45,389","20,814,613"
2025-04-15,ANDROID,Sportsbetting,USA,"662,346","23,584","7,401,365"
2025-04-16,ANDROID,RMG,USA,"709,938","9,210","13,909,896"
2025-04-16,IOS,RMG,USA,"741,108","19,374","6,251,610"
2025-04-16,ANDROID,Sportsbetting,USA,"671,364","21,750","7,813,437"
2025-04-16,IOS,Sportsbetting,USA,"1,771,096","46,114","19,850,058"
2025-04-17,ANDROID,RMG,USA,"711,775","9,006","14,102,415"
2025-04-17,IOS,RMG,USA,"771,523","19,788","5,635,848"
2025-04-17,IOS,Sportsbetting,USA,"1,864,597","45,548","26,360,253"
2025-04-17,ANDROID,Sportsbetting,USA,"700,952","23,611","8,522,044"
2025-04-18,ANDROID,RMG,USA,"706,040","6,532","13,887,735"
2025-04-18,IOS,RMG,USA,"725,076","20,805","6,555,450"
2025-04-18,IOS,Sportsbetting,USA,"2,084,284","80,347","28,029,233"
2025-04-18,ANDROID,Sportsbetting,USA,"706,424","33,287","9,098,064"
2025-04-19,IOS,RMG,USA,"808,774","22,040","6,729,213"
2025-04-19,ANDROID,RMG,USA,"702,239","13,643","14,404,800"
2025-04-19,ANDROID,Sportsbetting,USA,"737,363","40,320","10,754,278"
2025-04-19,IOS,Sportsbetting,USA,"2,082,917","57,950","30,049,238"
2025-04-20,ANDROID,RMG,USA,"711,632","9,948","13,232,716"
2025-04-20,IOS,RMG,USA,"892,864","22,912","6,327,074"
2025-04-20,ANDROID,Sportsbetting,USA,"859,933","11,675","11,742,171"
2025-04-20,IOS,Sportsbetting,USA,"2,141,776","54,216","28,894,950"
2025-04-21,IOS,RMG,USA,"777,381","21,974","6,487,815"
2025-04-21,ANDROID,RMG,USA,"682,310","8,127","11,925,608"
2025-04-21,ANDROID,Sportsbetting,USA,"712,329","9,988","6,977,681"
2025-04-21,IOS,Sportsbetting,USA,"1,960,245","69,679","21,304,301"
2025-04-22,IOS,RMG,USA,"795,195","19,256","6,737,048"
2025-04-22,ANDROID,RMG,USA,"704,132","7,414","12,072,378"
2025-04-22,ANDROID,Sportsbetting,USA,"670,225","20,434","7,443,792"
2025-04-22,IOS,Sportsbetting,USA,"1,837,556","60,239","21,643,964"
2025-04-23,ANDROID,RMG,USA,"708,651","10,942","12,370,908"
2025-04-23,IOS,RMG,USA,"860,330","20,059","6,189,149"
2025-04-23,IOS,Sportsbetting,USA,"1,781,359","51,331","21,048,409"
2025-04-23,ANDROID,Sportsbetting,USA,"678,004","24,250","8,202,224"
2025-04-24,IOS,RMG,USA,"890,685","21,927","5,986,918"
2025-04-24,ANDROID,RMG,USA,"704,141","7,152","12,325,766"
2025-04-24,ANDROID,Sportsbetting,USA,"704,488","24,944","8,600,677"
2025-04-24,IOS,Sportsbetting,USA,"1,888,357","47,895","26,109,367"
2025-04-25,ANDROID,RMG,USA,"712,045","7,800","12,618,188"
2025-04-25,IOS,RMG,USA,"833,947","20,923","7,314,900"
2025-04-25,IOS,Sportsbetting,USA,"2,123,647","64,059","27,807,386"
2025-04-25,ANDROID,Sportsbetting,USA,"717,115","33,081","9,389,072"
2025-04-26,ANDROID,RMG,USA,"704,242","20,851","12,556,891"
2025-04-26,IOS,RMG,USA,"902,023","22,487","7,038,604"
2025-04-26,ANDROID,Sportsbetting,USA,"748,674","46,627","10,990,888"
2025-04-26,IOS,Sportsbetting,USA,"2,175,315","65,246","30,599,590"
2025-04-27,IOS,RMG,USA,"834,394","19,629","5,802,359"
2025-04-27,ANDROID,RMG,USA,"707,538","4,951","16,715,234"
2025-04-27,ANDROID,Sportsbetting,USA,"848,719","16,700","11,499,178"
2025-04-27,IOS,Sportsbetting,USA,"2,176,707","62,034","32,287,969"
2025-04-28,IOS,RMG,USA,"736,677","17,012","6,334,882"
2025-04-28,ANDROID,RMG,USA,"677,692","7,013","15,261,990"
2025-04-28,ANDROID,Sportsbetting,USA,"728,098","12,101","7,620,658"
2025-04-28,IOS,Sportsbetting,USA,"2,008,996","51,817","23,168,881"
2025-04-29,ANDROID,RMG,USA,"693,463","6,665","15,550,688"
2025-04-29,IOS,RMG,USA,"739,368","15,769","6,378,672"
2025-04-29,IOS,Sportsbetting,USA,"1,840,838","50,349","23,018,851"
2025-04-29,ANDROID,Sportsbetting,USA,"697,162","15,130","8,102,388"
2025-04-30,IOS,RMG,USA,"802,690","18,890","5,771,740"
2025-04-30,ANDROID,RMG,USA,"699,867","9,541","16,270,381"
2025-04-30,ANDROID,Sportsbetting,USA,"695,955","20,123","8,417,323"
2025-04-30,IOS,Sportsbetting,USA,"1,838,694","54,060","22,771,907"
2025-05-01,ANDROID,RMG,USA,"699,942","7,228","16,147,584"
2025-05-01,IOS,RMG,USA,"838,042","21,556","5,849,363"
2025-05-01,ANDROID,Sportsbetting,USA,"727,704","26,063","9,316,896"
2025-05-01,IOS,Sportsbetting,USA,"2,005,167","68,307","29,174,815"
2025-05-02,IOS,RMG,USA,"781,083","21,982","6,954,242"
2025-05-02,ANDROID,RMG,USA,"708,228","6,295","16,185,580"
2025-05-02,IOS,Sportsbetting,USA,"2,215,950","70,118","28,982,676"
2025-05-02,ANDROID,Sportsbetting,USA,"740,422","36,972","9,703,092"
2025-05-03,ANDROID,RMG,USA,"695,264","13,608","16,340,610"
2025-05-03,IOS,RMG,USA,"854,583","27,563","6,791,398"
2025-05-03,IOS,Sportsbetting,USA,"2,313,402","97,738","33,720,934"
2025-05-03,ANDROID,Sportsbetting,USA,"768,347","46,528","10,855,577"
2025-05-04,IOS,RMG,USA,"870,417","25,150","6,111,037"
2025-05-04,ANDROID,RMG,USA,"722,513","10,128","17,457,780"
2025-05-04,IOS,Sportsbetting,USA,"2,196,377","129,232","32,354,423"
2025-05-04,ANDROID,Sportsbetting,USA,"883,734","18,109","11,611,475"
2025-05-05,ANDROID,RMG,USA,"694,808","8,498","15,811,158"
2025-05-05,IOS,RMG,USA,"768,883","19,967","6,088,414"
2025-05-05,IOS,Sportsbetting,USA,"1,895,054","53,222","22,011,841"
2025-05-05,ANDROID,Sportsbetting,USA,"758,436","47,897","7,449,949"
2025-05-06,ANDROID,RMG,USA,"710,158","9,324","16,314,047"
2025-05-06,IOS,RMG,USA,"768,164","21,680","6,744,163"
2025-05-06,IOS,Sportsbetting,USA,"1,823,248","51,947","22,473,450"
2025-05-06,ANDROID,Sportsbetting,USA,"731,384","49,897","8,160,077"
2025-05-07,ANDROID,RMG,USA,"712,757","10,171","17,234,381"
2025-05-07,IOS,RMG,USA,"825,463","22,499","6,004,685"
2025-05-07,ANDROID,Sportsbetting,USA,"733,440","53,751","8,489,968"
2025-05-07,IOS,Sportsbetting,USA,"1,835,412","51,300","22,076,702"
2025-05-08,ANDROID,RMG,USA,"714,342","9,677","17,140,897"
2025-05-08,IOS,RMG,USA,"864,948","23,160","6,443,359"
2025-05-08,IOS,Sportsbetting,USA,"1,948,669","40,923","25,920,681"
2025-05-08,ANDROID,Sportsbetting,USA,"762,143","31,642","9,177,783"
2025-05-09,ANDROID,RMG,USA,"724,636","7,846","16,880,563"
2025-05-09,IOS,RMG,USA,"815,347","26,838","7,296,485"
2025-05-09,IOS,Sportsbetting,USA,"2,137,325","67,539","28,301,582"
2025-05-09,ANDROID,Sportsbetting,USA,"771,396","39,253","9,863,340"
2025-05-10,ANDROID,RMG,USA,"711,111","15,936","17,391,509"
2025-05-10,IOS,RMG,USA,"893,563","27,689","7,316,073"
2025-05-10,ANDROID,Sportsbetting,USA,"806,068","45,828","11,268,682"
2025-05-10,IOS,Sportsbetting,USA,"2,304,183","62,411","33,653,184"
2025-05-11,ANDROID,RMG,USA,"692,528","12,278","14,847,976"
2025-05-11,IOS,RMG,USA,"840,290","26,787","5,883,856"
2025-05-11,IOS,Sportsbetting,USA,"1,844,132","60,091","24,811,862"
2025-05-11,ANDROID,Sportsbetting,USA,"771,986","20,164","10,536,930"
2025-05-12,ANDROID,RMG,USA,"665,467","5,162","13,152,589"
2025-05-12,IOS,RMG,USA,"740,311","24,521","5,907,915"
2025-05-12,ANDROID,Sportsbetting,USA,"710,593","14,576","7,368,242"
2025-05-12,IOS,Sportsbetting,USA,"1,655,875","51,552","16,970,867"
2025-05-13,ANDROID,RMG,USA,"679,745","8,670","14,032,306"
2025-05-13,IOS,RMG,USA,"751,255","24,909","6,750,312"
2025-05-13,IOS,Sportsbetting,USA,"1,718,537","63,817","20,288,021"
2025-05-13,ANDROID,Sportsbetting,USA,"701,927","13,732","8,055,492"
2025-05-14,ANDROID,RMG,USA,"683,914","9,984","14,435,552"
2025-05-14,IOS,RMG,USA,"800,912","25,170","5,873,481"
2025-05-14,IOS,Sportsbetting,USA,"1,672,979","50,813","19,113,789"
2025-05-14,ANDROID,Sportsbetting,USA,"715,281","19,859","8,648,604"
2025-05-15,ANDROID,RMG,USA,"682,685","9,224","14,525,479"
2025-05-15,IOS,RMG,USA,"834,229","25,977","6,529,135"
2025-05-15,ANDROID,Sportsbetting,USA,"733,425","24,581","9,252,684"
2025-05-15,IOS,Sportsbetting,USA,"1,742,809","43,921","22,860,723"
2025-05-16,IOS,RMG,USA,"804,734","28,871","6,749,076"
2025-05-16,ANDROID,RMG,USA,"696,337","6,869","14,274,222"
2025-05-16,IOS,Sportsbetting,USA,"1,922,707","65,158","23,358,123"
2025-05-16,ANDROID,Sportsbetting,USA,"749,669","34,789","10,043,147"
2025-05-17,ANDROID,RMG,USA,"684,058","12,439","14,301,360"
2025-05-17,IOS,RMG,USA,"879,113","30,727","7,407,337"
2025-05-17,ANDROID,Sportsbetting,USA,"780,610","40,109","11,051,574"
2025-05-17,IOS,Sportsbetting,USA,"1,991,412","67,390","25,717,058"
2025-05-18,ANDROID,RMG,USA,"686,363","11,311","11,700,233"
2025-05-18,IOS,RMG,USA,"772,861","25,957","5,722,022"
2025-05-18,ANDROID,Sportsbetting,USA,"753,261","17,259","9,458,439"
2025-05-18,IOS,Sportsbetting,USA,"1,715,335","53,607","24,264,756"
2025-05-19,ANDROID,RMG,USA,"657,859","10,686","10,791,509"
2025-05-19,IOS,RMG,USA,"667,363","20,454","5,825,164"
2025-05-19,ANDROID,Sportsbetting,USA,"704,432","20,806","6,904,238"
2025-05-19,IOS,Sportsbetting,USA,"1,521,350","37,794","16,599,261"
2025-05-20,IOS,RMG,USA,"687,163","20,430","6,842,048"
2025-05-20,ANDROID,RMG,USA,"672,014","10,862","11,642,303"
2025-05-20,ANDROID,Sportsbetting,USA,"698,852","37,067","7,595,052"
2025-05-20,IOS,Sportsbetting,USA,"1,604,933","39,584","19,085,358"
2025-05-21,IOS,RMG,USA,"738,081","23,950","6,060,403"
2025-05-21,ANDROID,RMG,USA,"678,151","9,169","11,987,550"
2025-05-21,ANDROID,Sportsbetting,USA,"714,199","17,919","8,116,352"
2025-05-21,IOS,Sportsbetting,USA,"1,556,045","41,847","19,063,817"
2025-05-22,ANDROID,RMG,USA,"671,357","8,848","11,793,516"
2025-05-22,IOS,RMG,USA,"759,122","25,229","6,645,403"
2025-05-22,ANDROID,Sportsbetting,USA,"713,733","24,866","8,621,700"
2025-05-22,IOS,Sportsbetting,USA,"1,584,071","44,216","21,473,454"
2025-05-23,ANDROID,RMG,USA,"685,610","6,350","11,683,230"
2025-05-23,IOS,RMG,USA,"737,362","26,997","6,834,705"
2025-05-23,IOS,Sportsbetting,USA,"1,798,675","56,458","22,078,561"
2025-05-23,ANDROID,Sportsbetting,USA,"734,793","31,290","9,286,191"
2025-05-24,IOS,RMG,USA,"802,377","26,889","7,392,242"
2025-05-24,ANDROID,RMG,USA,"685,499","10,903","11,652,021"
2025-05-24,ANDROID,Sportsbetting,USA,"760,283","37,395","10,184,418"
2025-05-24,IOS,Sportsbetting,USA,"1,851,094","59,013","25,504,270"
2025-05-25,IOS,RMG,USA,"824,132","27,999","5,869,866"
2025-05-25,ANDROID,RMG,USA,"723,551","8,907","14,711,708"
2025-05-25,ANDROID,Sportsbetting,USA,"740,074","16,569","9,706,053"
2025-05-25,IOS,Sportsbetting,USA,"1,702,816","49,366","23,048,612"
2025-05-26,ANDROID,RMG,USA,"685,964","7,619","13,577,126"
2025-05-26,IOS,RMG,USA,"716,942","26,537","6,234,690"
2025-05-26,IOS,Sportsbetting,USA,"1,543,150","44,083","16,212,975"
2025-05-26,ANDROID,Sportsbetting,USA,"701,152","19,420","7,047,904"
2025-05-27,IOS,RMG,USA,"729,461","22,362","7,011,749"
2025-05-27,ANDROID,RMG,USA,"703,439","8,017","14,661,620"
2025-05-27,ANDROID,Sportsbetting,USA,"692,561","29,110","7,602,151"
2025-05-27,IOS,Sportsbetting,USA,"1,586,579","52,804","18,324,574"
2025-05-28,ANDROID,RMG,USA,"708,031","7,386","15,079,507"
2025-05-28,IOS,RMG,USA,"795,246","27,537","6,189,268"
2025-05-28,IOS,Sportsbetting,USA,"1,524,493","45,998","18,116,843"
2025-05-28,ANDROID,Sportsbetting,USA,"709,485","17,307","8,663,316"
2025-05-29,IOS,RMG,USA,"816,337","26,355","6,645,949"
2025-05-29,ANDROID,RMG,USA,"701,948","7,659","14,796,479"
2025-05-29,IOS,Sportsbetting,USA,"1,581,963","54,875","21,134,331"
2025-05-29,ANDROID,Sportsbetting,USA,"707,383","23,457","8,776,366"
2025-05-30,IOS,RMG,USA,"785,347","29,123","6,755,936"
2025-05-30,ANDROID,RMG,USA,"709,265","5,312","14,867,744"
2025-05-30,IOS,Sportsbetting,USA,"1,726,866","57,068","21,112,495"
2025-05-30,ANDROID,Sportsbetting,USA,"728,026","32,001","9,528,904"
2025-05-31,ANDROID,RMG,USA,"720,327","11,607","14,580,271"
2025-05-31,IOS,RMG,USA,"854,013","29,188","7,441,155"
2025-05-31,IOS,Sportsbetting,USA,"1,759,839","49,649","23,633,995"
2025-05-31,ANDROID,Sportsbetting,USA,"746,289","38,189","10,561,796"
2025-06-01,IOS,RMG,USA,"879,146","29,225","6,263,097"
2025-06-01,ANDROID,RMG,USA,"761,107","4,396","13,855,276"
2025-06-01,IOS,Sportsbetting,USA,"1,688,828","41,645","21,121,498"
2025-06-01,ANDROID,Sportsbetting,USA,"701,078","16,437","8,775,861"
2025-06-02,IOS,RMG,USA,"759,860","23,025","6,964,384"
2025-06-02,ANDROID,RMG,USA,"717,000","4,546","12,749,728"
2025-06-02,ANDROID,Sportsbetting,USA,"668,502","11,173","6,659,536"
2025-06-02,IOS,Sportsbetting,USA,"1,533,109","41,066","15,856,916"
2025-06-03,ANDROID,RMG,USA,"728,814","4,771","13,944,865"
2025-06-03,IOS,RMG,USA,"768,528","22,083","7,374,210"
2025-06-03,ANDROID,Sportsbetting,USA,"655,176","15,565","7,029,992"
2025-06-03,IOS,Sportsbetting,USA,"1,570,666","47,379","17,698,215"
2025-06-04,ANDROID,RMG,USA,"747,121","7,289","14,126,523"
2025-06-04,IOS,RMG,USA,"842,749","23,347","6,798,700"
2025-06-04,ANDROID,Sportsbetting,USA,"679,439","17,512","8,219,785"
2025-06-04,IOS,Sportsbetting,USA,"1,554,876","44,246","18,295,504"
2025-06-05,IOS,RMG,USA,"867,736","25,004","6,952,831"
2025-06-05,ANDROID,RMG,USA,"732,389","5,450","13,860,298"
2025-06-05,IOS,Sportsbetting,USA,"1,635,184","43,809","21,073,438"
2025-06-05,ANDROID,Sportsbetting,USA,"680,426","21,504","8,015,209"
2025-06-06,ANDROID,RMG,USA,"744,741","5,672","14,260,524"
