date,os,vertical,country,total_DAU,total_downloads,total_duration_minutes
2025-06-06,IOS,RMG,USA,"830,803","26,485","6,967,940"
2025-06-06,ANDROID,Sportsbetting,USA,"692,930","29,648","8,850,757"
2025-06-06,IOS,Sportsbetting,USA,"1,782,198","72,414","22,102,698"
2025-06-07,ANDROID,RMG,USA,"754,795","15,251","13,869,879"
2025-06-07,IOS,RMG,USA,"894,584","26,565","7,750,127"
2025-06-07,IOS,Sportsbetting,USA,"1,757,649","50,983","23,455,438"
2025-06-07,ANDROID,Sportsbetting,USA,"709,371","40,900","9,689,304"
2025-06-08,ANDROID,RMG,USA,"744,786","4,281","15,547,752"
2025-06-08,IOS,RMG,USA,"853,383","26,556","6,589,388"
2025-06-08,ANDROID,Sportsbetting,USA,"715,638","16,473","8,942,297"
2025-06-08,IOS,Sportsbetting,USA,"1,817,119","83,066","20,734,442"
2025-06-09,ANDROID,RMG,USA,"701,783","4,849","14,486,444"
2025-06-09,IOS,RMG,USA,"735,789","22,459","7,498,873"
2025-06-09,ANDROID,Sportsbetting,USA,"678,964","13,559","6,928,702"
2025-06-09,IOS,Sportsbetting,USA,"1,682,737","62,892","17,293,811"
2025-06-10,ANDROID,RMG,USA,"704,730","4,591","15,765,916"
2025-06-10,IOS,RMG,USA,"736,758","20,214","7,286,053"
2025-06-10,IOS,Sportsbetting,USA,"1,628,948","39,705","19,362,695"
2025-06-10,ANDROID,Sportsbetting,USA,"673,408","18,734","7,386,140"
2025-06-11,ANDROID,RMG,USA,"732,400","6,219","15,614,596"
2025-06-11,IOS,RMG,USA,"814,462","24,543","7,153,441"
2025-06-11,IOS,Sportsbetting,USA,"1,589,102","36,430","19,524,365"
2025-06-11,ANDROID,Sportsbetting,USA,"693,259","20,025","8,327,926"
2025-06-12,IOS,RMG,USA,"828,310","23,839","7,109,162"
2025-06-12,ANDROID,RMG,USA,"715,689","7,001","15,431,766"
2025-06-12,ANDROID,Sportsbetting,USA,"708,760","22,120","8,433,258"
2025-06-12,IOS,Sportsbetting,USA,"1,753,711","58,409","22,622,888"
2025-06-13,IOS,RMG,USA,"789,911","24,042","7,424,795"
2025-06-13,ANDROID,RMG,USA,"719,914","5,522","15,999,499"
2025-06-13,IOS,Sportsbetting,USA,"1,881,691","65,246","22,828,555"
2025-06-13,ANDROID,Sportsbetting,USA,"710,801","29,881","8,954,858"
2025-06-14,ANDROID,RMG,USA,"726,543","8,854","15,699,808"
2025-06-14,IOS,RMG,USA,"849,530","23,683","8,098,379"
2025-06-14,ANDROID,Sportsbetting,USA,"736,138","35,735","9,519,773"
2025-06-14,IOS,Sportsbetting,USA,"1,835,404","59,181","23,324,339"
2025-06-15,IOS,RMG,USA,"840,500","23,733","6,772,456"
2025-06-15,ANDROID,RMG,USA,"738,987","4,375","15,278,883"
2025-06-15,ANDROID,Sportsbetting,USA,"678,689","15,507","8,134,483"
2025-06-15,IOS,Sportsbetting,USA,"1,675,585","51,098","20,137,285"
2025-06-16,ANDROID,RMG,USA,"690,851","4,938","14,044,396"
2025-06-16,IOS,RMG,USA,"719,063","25,446","7,446,380"
2025-06-16,IOS,Sportsbetting,USA,"1,600,805","50,744","17,447,085"
2025-06-16,ANDROID,Sportsbetting,USA,"637,137","9,793","6,183,290"
2025-06-17,ANDROID,RMG,USA,"697,973","5,350","15,337,180"
2025-06-17,IOS,RMG,USA,"718,135","22,131","7,672,186"
2025-06-17,ANDROID,Sportsbetting,USA,"630,788","13,535","6,613,859"
2025-06-17,IOS,Sportsbetting,USA,"1,518,943","52,217","19,722,822"
2025-06-18,IOS,RMG,USA,"795,428","25,174","7,010,729"
2025-06-18,ANDROID,RMG,USA,"724,332","6,565","15,083,145"
2025-06-18,IOS,Sportsbetting,USA,"1,472,758","42,148","19,208,286"
2025-06-18,ANDROID,Sportsbetting,USA,"652,302","15,975","8,037,088"
2025-06-19,ANDROID,RMG,USA,"704,936","5,766","14,719,747"
2025-06-19,IOS,RMG,USA,"796,020","26,698","7,042,120"
2025-06-19,IOS,Sportsbetting,USA,"1,611,058","47,474","21,696,145"
2025-06-19,ANDROID,Sportsbetting,USA,"650,031","20,085","7,708,590"
2025-06-20,IOS,RMG,USA,"754,910","23,558","7,521,755"
2025-06-20,ANDROID,RMG,USA,"712,648","5,306","15,558,759"
2025-06-20,ANDROID,Sportsbetting,USA,"664,506","25,493","8,289,883"
2025-06-20,IOS,Sportsbetting,USA,"1,813,547","67,956","22,492,360"
2025-06-21,IOS,RMG,USA,"808,597","25,802","8,314,336"
2025-06-21,ANDROID,RMG,USA,"717,408","9,932","15,341,981"
2025-06-21,ANDROID,Sportsbetting,USA,"677,997","36,560","8,740,704"
2025-06-21,IOS,Sportsbetting,USA,"1,702,889","50,016","22,533,164"
2025-06-22,IOS,RMG,USA,"763,306","24,338","6,417,956"
2025-06-22,ANDROID,RMG,USA,"709,326","4,231","16,865,530"
2025-06-22,IOS,Sportsbetting,USA,"1,677,966","47,859","20,361,294"
2025-06-22,ANDROID,Sportsbetting,USA,"699,173","15,122","8,155,168"
2025-06-23,IOS,RMG,USA,"654,405","21,884","7,019,779"
2025-06-23,ANDROID,RMG,USA,"662,854","7,637","14,779,948"
2025-06-23,ANDROID,Sportsbetting,USA,"660,217","10,557","6,266,291"
2025-06-23,IOS,Sportsbetting,USA,"1,617,029","52,811","18,172,813"
2025-06-24,IOS,RMG,USA,"645,807","23,338","7,174,829"
2025-06-24,ANDROID,RMG,USA,"672,211","6,685","16,585,316"
2025-06-24,IOS,Sportsbetting,USA,"1,553,065","66,080","19,628,501"
2025-06-24,ANDROID,Sportsbetting,USA,"659,593","15,044","6,628,717"
2025-06-25,IOS,RMG,USA,"726,627","24,582","6,575,485"
2025-06-25,ANDROID,RMG,USA,"697,201","9,622","16,484,221"
2025-06-25,IOS,Sportsbetting,USA,"1,451,959","42,784","18,747,687"
2025-06-25,ANDROID,Sportsbetting,USA,"678,903","17,601","7,980,840"
2025-06-26,ANDROID,RMG,USA,"674,541","7,648","15,765,241"
2025-06-26,IOS,RMG,USA,"720,875","24,482","6,363,695"
2025-06-26,IOS,Sportsbetting,USA,"1,591,301","50,593","21,341,246"
2025-06-26,ANDROID,Sportsbetting,USA,"668,952","20,020","7,503,629"
2025-06-27,IOS,RMG,USA,"694,304","31,475","7,110,841"
2025-06-27,ANDROID,RMG,USA,"682,444","6,078","16,718,305"
2025-06-27,ANDROID,Sportsbetting,USA,"677,360","26,732","7,915,720"
2025-06-27,IOS,Sportsbetting,USA,"1,698,603","51,322","20,947,931"
2025-06-28,ANDROID,RMG,USA,"691,653","10,908","16,489,166"
2025-06-28,IOS,RMG,USA,"742,885","30,069","7,904,146"
2025-06-28,IOS,Sportsbetting,USA,"1,662,874","55,027","21,618,842"
2025-06-28,ANDROID,Sportsbetting,USA,"682,591","32,257","8,310,955"
2025-06-29,IOS,RMG,USA,"777,789","28,745","6,417,164"
2025-06-29,ANDROID,RMG,USA,"703,842","4,658","17,007,829"
2025-06-29,IOS,Sportsbetting,USA,"1,535,863","51,371","17,926,008"
2025-06-29,ANDROID,Sportsbetting,USA,"675,933","14,622","9,101,958"
2025-06-30,IOS,RMG,USA,"703,908","26,171","7,238,555"
2025-06-30,ANDROID,RMG,USA,"652,159","6,139","15,224,537"
2025-06-30,IOS,Sportsbetting,USA,"1,497,145","42,454","16,320,045"
2025-06-30,ANDROID,Sportsbetting,USA,"638,040","11,634","7,191,312"
2025-07-01,ANDROID,RMG,USA,"676,694","5,097","17,320,201"
2025-07-01,IOS,RMG,USA,"695,425","27,557","7,491,719"
2025-07-01,ANDROID,Sportsbetting,USA,"637,294","17,221","7,767,616"
2025-07-01,IOS,Sportsbetting,USA,"1,518,624","54,076","18,156,472"
2025-07-02,IOS,RMG,USA,"758,313","28,821","6,966,432"
2025-07-02,ANDROID,RMG,USA,"693,627","8,403","17,331,891"
2025-07-02,ANDROID,Sportsbetting,USA,"653,750","17,886","9,415,332"
2025-07-02,IOS,Sportsbetting,USA,"1,405,344","43,779","17,745,123"
2025-07-03,IOS,RMG,USA,"748,999","25,643","6,749,633"
2025-07-03,ANDROID,RMG,USA,"679,088","7,691","16,531,075"
2025-07-03,IOS,Sportsbetting,USA,"1,508,765","48,541","20,020,508"
2025-07-03,ANDROID,Sportsbetting,USA,"645,274","23,050","8,764,434"
2025-07-04,IOS,RMG,USA,"722,648","27,725","7,418,944"
2025-07-04,ANDROID,RMG,USA,"674,596","5,639","17,617,747"
2025-07-04,ANDROID,Sportsbetting,USA,"654,527","26,432","9,163,168"
2025-07-04,IOS,Sportsbetting,USA,"1,540,404","37,922","18,135,394"
2025-07-05,IOS,RMG,USA,"759,769","25,707","7,975,850"
2025-07-05,ANDROID,RMG,USA,"692,996","9,590","16,913,709"
2025-07-05,ANDROID,Sportsbetting,USA,"663,826","29,651","9,164,806"
2025-07-05,IOS,Sportsbetting,USA,"1,594,214","55,172","18,639,889"
2025-07-06,IOS,RMG,USA,"735,318","28,005","6,502,003"
2025-07-06,ANDROID,RMG,USA,"687,138","4,433","13,041,573"
2025-07-06,IOS,Sportsbetting,USA,"1,509,229","42,195","17,620,986"
2025-07-06,ANDROID,Sportsbetting,USA,"675,670","13,845","9,274,969"
2025-07-07,IOS,RMG,USA,"664,224","24,997","7,063,305"
2025-07-07,ANDROID,RMG,USA,"634,583","5,637","11,685,792"
2025-07-07,ANDROID,Sportsbetting,USA,"641,846","10,816","7,682,873"
2025-07-07,IOS,Sportsbetting,USA,"1,471,506","41,206","18,316,198"
2025-07-08,ANDROID,RMG,USA,"664,236","4,760","13,707,213"
2025-07-08,IOS,RMG,USA,"684,310","25,676","7,328,906"
2025-07-08,IOS,Sportsbetting,USA,"1,562,406","61,403","19,662,945"
2025-07-08,ANDROID,Sportsbetting,USA,"647,838","13,619","8,021,665"
2025-07-09,IOS,RMG,USA,"727,859","22,565","6,595,314"
2025-07-09,ANDROID,RMG,USA,"679,381","7,561","13,140,500"
2025-07-09,IOS,Sportsbetting,USA,"1,412,623","40,855","18,674,029"
2025-07-09,ANDROID,Sportsbetting,USA,"664,054","16,578","9,593,316"
2025-07-10,ANDROID,RMG,USA,"667,356","8,619","12,611,563"
2025-07-10,IOS,RMG,USA,"723,300","27,748","6,908,585"
2025-07-10,IOS,Sportsbetting,USA,"1,493,772","47,639","17,178,578"
2025-07-10,ANDROID,Sportsbetting,USA,"642,572","19,035","8,835,020"
2025-07-11,IOS,RMG,USA,"700,567","29,201","7,529,459"
2025-07-11,ANDROID,RMG,USA,"654,860","4,656","13,575,000"
2025-07-11,IOS,Sportsbetting,USA,"1,475,407","48,801","17,941,876"
2025-07-11,ANDROID,Sportsbetting,USA,"656,230","25,525","9,370,088"
2025-07-12,ANDROID,RMG,USA,"673,297","8,882","12,913,802"
2025-07-12,IOS,RMG,USA,"737,367","29,532","7,668,102"
2025-07-12,ANDROID,Sportsbetting,USA,"666,683","29,482","9,913,490"
2025-07-12,IOS,Sportsbetting,USA,"1,610,678","57,018","20,524,565"
2025-07-13,ANDROID,RMG,USA,"657,954","3,681","12,699,233"
2025-07-13,IOS,RMG,USA,"738,702","30,025","7,161,335"
2025-07-13,ANDROID,Sportsbetting,USA,"619,297","15,133","7,521,531"
2025-07-13,IOS,Sportsbetting,USA,"1,591,582","55,180","17,955,663"
2025-07-14,ANDROID,RMG,USA,"610,455","5,002","11,779,153"
2025-07-14,IOS,RMG,USA,"674,117","30,619","7,219,485"
2025-07-14,IOS,Sportsbetting,USA,"1,477,813","36,463","18,630,358"
2025-07-14,ANDROID,Sportsbetting,USA,"587,597","11,726","6,339,368"
2025-07-15,ANDROID,RMG,USA,"641,437","4,821","13,621,505"
2025-07-15,IOS,RMG,USA,"687,402","31,268","7,761,659"
2025-07-15,ANDROID,Sportsbetting,USA,"593,495","17,127","6,311,061"
2025-07-15,IOS,Sportsbetting,USA,"1,564,578","44,960","18,948,831"
2025-07-16,IOS,RMG,USA,"718,346","32,009","7,244,361"
2025-07-16,ANDROID,RMG,USA,"647,877","7,654","12,962,660"
2025-07-16,ANDROID,Sportsbetting,USA,"602,555","16,956","7,140,546"
2025-07-16,IOS,Sportsbetting,USA,"1,447,535","39,386","17,099,370"
2025-07-17,ANDROID,RMG,USA,"636,248","8,547","12,518,842"
2025-07-17,IOS,RMG,USA,"712,499","30,342","7,297,482"
2025-07-17,ANDROID,Sportsbetting,USA,"587,010","21,747","6,924,464"
2025-07-17,IOS,Sportsbetting,USA,"1,526,868","44,807","16,500,701"
2025-07-18,ANDROID,RMG,USA,"623,892","5,650","13,264,284"
2025-07-18,IOS,RMG,USA,"695,711","31,217","7,703,051"
2025-07-18,ANDROID,Sportsbetting,USA,"595,903","27,074","7,191,421"
2025-07-18,IOS,Sportsbetting,USA,"1,513,143","46,148","16,955,658"
2025-07-19,IOS,RMG,USA,"731,627","31,388","7,687,362"
2025-07-19,ANDROID,RMG,USA,"640,726","10,022","12,834,117"
2025-07-19,IOS,Sportsbetting,USA,"1,670,702","52,101","19,754,891"
2025-07-19,ANDROID,Sportsbetting,USA,"607,618","31,946","7,666,834"
2025-07-20,IOS,RMG,USA,"718,251","30,296","7,198,111"
2025-07-20,ANDROID,RMG,USA,"685,537","4,088","14,007,763"
2025-07-20,IOS,Sportsbetting,USA,"1,676,061","64,189","20,866,045"
2025-07-20,ANDROID,Sportsbetting,USA,"676,413","14,544","8,603,395"
2025-07-21,IOS,RMG,USA,"658,205","28,766","7,373,848"
2025-07-21,ANDROID,RMG,USA,"635,007","5,200","13,092,373"
2025-07-21,IOS,Sportsbetting,USA,"1,563,766","47,172","20,501,427"
2025-07-21,ANDROID,Sportsbetting,USA,"643,585","11,422","7,403,127"
2025-07-22,ANDROID,RMG,USA,"673,940","4,787","15,132,904"
2025-07-22,IOS,RMG,USA,"682,498","27,043","7,806,988"
2025-07-22,IOS,Sportsbetting,USA,"1,603,967","48,630","21,096,979"
2025-07-22,ANDROID,Sportsbetting,USA,"642,646","16,831","7,385,193"
2025-07-23,IOS,RMG,USA,"703,245","27,340","7,207,788"
2025-07-23,ANDROID,RMG,USA,"670,754","7,583","13,954,965"
2025-07-23,IOS,Sportsbetting,USA,"1,483,617","43,577","18,896,200"
2025-07-23,ANDROID,Sportsbetting,USA,"650,359","18,926","8,263,538"
2025-07-24,ANDROID,RMG,USA,"666,806","7,186","13,642,098"
2025-07-24,IOS,RMG,USA,"717,197","29,114","7,543,278"
2025-07-24,ANDROID,Sportsbetting,USA,"634,136","23,642","7,971,688"
2025-07-24,IOS,Sportsbetting,USA,"1,560,049","48,490","18,489,947"
2025-07-25,ANDROID,RMG,USA,"643,612","5,707","14,171,395"
2025-07-25,IOS,RMG,USA,"665,761","27,458","7,922,579"
2025-07-25,ANDROID,Sportsbetting,USA,"649,944","31,949","8,391,435"
2025-07-25,IOS,Sportsbetting,USA,"1,608,414","57,306","19,370,284"
2025-07-26,ANDROID,RMG,USA,"667,819","10,061","13,660,319"
2025-07-26,IOS,RMG,USA,"724,223","29,432","7,740,480"
2025-07-26,ANDROID,Sportsbetting,USA,"669,797","34,596","9,196,622"
2025-07-26,IOS,Sportsbetting,USA,"1,729,418","59,061","24,074,705"
2025-07-27,IOS,RMG,USA,"695,935","30,961","7,111,781"
2025-07-27,ANDROID,RMG,USA,"648,313","4,577","14,294,412"
2025-07-27,IOS,Sportsbetting,USA,"1,702,773","47,330","18,350,204"
2025-07-27,ANDROID,Sportsbetting,USA,"708,647","15,720","9,045,612"
2025-07-28,IOS,RMG,USA,"637,134","22,881","7,059,599"
2025-07-28,ANDROID,RMG,USA,"606,994","5,119","14,097,236"
2025-07-28,IOS,Sportsbetting,USA,"1,621,563","46,164","18,122,383"
2025-07-28,ANDROID,Sportsbetting,USA,"680,304","10,201","8,130,120"
2025-07-29,IOS,RMG,USA,"672,000","23,306","7,676,360"
2025-07-29,ANDROID,RMG,USA,"642,373","4,137","15,892,497"
2025-07-29,IOS,Sportsbetting,USA,"1,615,044","51,060","18,371,606"
2025-07-29,ANDROID,Sportsbetting,USA,"680,348","16,118","7,913,415"
2025-07-30,ANDROID,RMG,USA,"639,079","8,053","14,599,959"
2025-07-30,IOS,RMG,USA,"682,712","20,978","7,016,179"
2025-07-30,IOS,Sportsbetting,USA,"1,561,576","47,423","18,580,782"
2025-07-30,ANDROID,Sportsbetting,USA,"685,256","17,595","9,199,108"
2025-07-31,IOS,RMG,USA,"691,117","21,734","7,484,717"
2025-07-31,ANDROID,RMG,USA,"632,780","5,799","14,521,670"
2025-07-31,IOS,Sportsbetting,USA,"1,599,789","42,270","17,060,339"
2025-07-31,ANDROID,Sportsbetting,USA,"662,646","23,556","8,761,271"
2025-08-01,IOS,RMG,USA,"646,020","27,279","8,258,072"
2025-08-01,ANDROID,RMG,USA,"604,743","5,442","14,850,991"
2025-08-01,ANDROID,Sportsbetting,USA,"678,364","32,358","8,865,058"
2025-08-01,IOS,Sportsbetting,USA,"1,708,842","79,624","17,983,018"
2025-08-02,IOS,RMG,USA,"722,614","29,246","7,879,646"
2025-08-02,ANDROID,RMG,USA,"635,200","10,671","14,265,218"
2025-08-02,IOS,Sportsbetting,USA,"1,779,915","61,140","22,246,863"
2025-08-02,ANDROID,Sportsbetting,USA,"700,843","36,594","9,575,199"
2025-08-03,ANDROID,RMG,USA,"657,162","4,389","13,345,019"
2025-08-03,IOS,RMG,USA,"805,674","31,811","8,158,905"
2025-08-03,ANDROID,Sportsbetting,USA,"759,880","15,918","9,623,458"
2025-08-03,IOS,Sportsbetting,USA,"2,069,960","58,596","19,261,747"
2025-08-04,ANDROID,RMG,USA,"617,115","5,632","13,471,186"
2025-08-04,IOS,RMG,USA,"733,099","26,790","8,078,839"
2025-08-04,IOS,Sportsbetting,USA,"1,974,316","79,790","19,720,591"
2025-08-04,ANDROID,Sportsbetting,USA,"725,709","10,834","8,309,365"
2025-08-05,IOS,RMG,USA,"746,552","29,644","8,672,219"
2025-08-05,ANDROID,RMG,USA,"657,546","6,273","14,921,728"
2025-08-05,ANDROID,Sportsbetting,USA,"730,705","16,002","8,290,697"
2025-08-05,IOS,Sportsbetting,USA,"1,981,346","86,442","20,405,828"
2025-08-06,ANDROID,RMG,USA,"653,172","6,859","13,723,451"
2025-08-06,IOS,RMG,USA,"786,340","26,342","7,623,691"
2025-08-06,ANDROID,Sportsbetting,USA,"734,040","17,637","9,249,358"
2025-08-06,IOS,Sportsbetting,USA,"2,016,783","84,478","20,905,633"
2025-08-07,ANDROID,RMG,USA,"649,858","7,852","13,636,129"
2025-08-07,IOS,RMG,USA,"820,381","32,765","8,682,286"
2025-08-07,ANDROID,Sportsbetting,USA,"719,180","23,251","8,659,361"
2025-08-07,IOS,Sportsbetting,USA,"1,970,041","105,059","18,668,308"
2025-08-08,IOS,RMG,USA,"759,305","31,938","9,479,868"
2025-08-08,ANDROID,RMG,USA,"615,878","6,004","14,294,283"
2025-08-08,IOS,Sportsbetting,USA,"2,135,801","124,970","20,639,819"
2025-08-08,ANDROID,Sportsbetting,USA,"736,512","37,834","9,069,226"
2025-08-09,ANDROID,RMG,USA,"648,524","12,335","13,679,395"
2025-08-09,IOS,RMG,USA,"817,483","30,310","8,548,700"
2025-08-09,ANDROID,Sportsbetting,USA,"748,861","44,735","10,039,008"
2025-08-09,IOS,Sportsbetting,USA,"2,136,664","102,717","22,174,669"
2025-08-10,IOS,RMG,USA,"846,197","35,277","8,468,100"
2025-08-10,ANDROID,RMG,USA,"714,601","7,012","13,177,543"
2025-08-10,IOS,Sportsbetting,USA,"2,311,964","103,073","21,800,489"
2025-08-10,ANDROID,Sportsbetting,USA,"784,490","22,286","10,930,764"
2025-08-11,IOS,RMG,USA,"745,328","25,754","8,470,562"
2025-08-11,ANDROID,RMG,USA,"679,870","4,440","13,685,447"
2025-08-11,ANDROID,Sportsbetting,USA,"751,323","27,971","9,424,351"
2025-08-11,IOS,Sportsbetting,USA,"2,212,323","110,700","23,182,882"
2025-08-12,ANDROID,RMG,USA,"717,951","7,976","14,374,408"
2025-08-12,IOS,RMG,USA,"767,963","28,855","8,642,160"
2025-08-12,IOS,Sportsbetting,USA,"2,235,806","123,010","23,464,190"
2025-08-12,ANDROID,Sportsbetting,USA,"762,071","29,214","9,504,614"
2025-08-13,ANDROID,RMG,USA,"716,780","7,350","13,447,345"
2025-08-13,IOS,RMG,USA,"811,491","25,173","7,340,719"
2025-08-13,IOS,Sportsbetting,USA,"2,310,352","116,223","23,806,157"
2025-08-13,ANDROID,Sportsbetting,USA,"756,328","33,532","10,347,211"
2025-08-14,ANDROID,RMG,USA,"716,176","6,810","13,767,678"
2025-08-14,IOS,RMG,USA,"854,423","30,358","8,899,327"
2025-08-14,ANDROID,Sportsbetting,USA,"752,979","34,540","9,741,187"
2025-08-14,IOS,Sportsbetting,USA,"2,237,644","112,342","22,330,283"
2025-08-15,ANDROID,RMG,USA,"672,826","6,762","14,275,583"
2025-08-15,IOS,RMG,USA,"795,082","31,908","9,587,904"
2025-08-15,ANDROID,Sportsbetting,USA,"771,793","46,417","10,353,906"
2025-08-15,IOS,Sportsbetting,USA,"2,487,499","177,417","25,287,880"
2025-08-16,IOS,RMG,USA,"894,834","37,926","9,314,220"
2025-08-16,ANDROID,RMG,USA,"709,771","14,265","13,807,200"
2025-08-16,IOS,Sportsbetting,USA,"2,408,843","136,817","25,702,203"
2025-08-16,ANDROID,Sportsbetting,USA,"789,175","49,200","11,165,634"
2025-08-17,IOS,RMG,USA,,"35,760",
2025-08-17,ANDROID,RMG,USA,,"11,485",
2025-08-17,IOS,Sportsbetting,USA,,"130,684",
2025-08-17,ANDROID,Sportsbetting,USA,,"32,510",
2025-08-18,ANDROID,RMG,USA,,"5,552",
2025-08-18,IOS,RMG,USA,,"27,853",
2025-08-18,ANDROID,Sportsbetting,USA,,"27,741",
2025-08-18,IOS,Sportsbetting,USA,,"132,194",
2025-08-19,IOS,RMG,USA,,"33,113",
2025-08-19,ANDROID,RMG,USA,,"9,088",
2025-08-19,IOS,Sportsbetting,USA,,"152,349",
2025-08-19,ANDROID,Sportsbetting,USA,,"29,370",
2025-08-20,IOS,RMG,USA,,"39,411",
2025-08-20,ANDROID,RMG,USA,,"10,013",
2025-08-20,IOS,Sportsbetting,USA,,"123,240",
2025-08-20,ANDROID,Sportsbetting,USA,,"33,121",
2025-08-21,IOS,RMG,USA,,"46,358",
2025-08-21,ANDROID,RMG,USA,,"8,064",
2025-08-21,IOS,Sportsbetting,USA,,"141,108",
2025-08-21,ANDROID,Sportsbetting,USA,,"32,232",
2025-08-22,ANDROID,RMG,USA,,"7,863",
2025-08-22,IOS,RMG,USA,,"40,724",
2025-08-22,IOS,Sportsbetting,USA,,"194,788",
2025-08-22,ANDROID,Sportsbetting,USA,,"44,849",
2025-08-23,ANDROID,RMG,USA,,"16,246",
2025-08-23,IOS,RMG,USA,,"44,131",
2025-08-23,ANDROID,Sportsbetting,USA,,"52,423",
2025-08-23,IOS,Sportsbetting,USA,,"151,901",
2025-08-24,IOS,RMG,USA,,"50,822",
2025-08-24,ANDROID,RMG,USA,,"8,679",
2025-08-24,IOS,Sportsbetting,USA,,"151,488",
2025-08-24,ANDROID,Sportsbetting,USA,,"28,267",
2025-08-25,ANDROID,RMG,USA,,"6,209",
2025-08-25,IOS,RMG,USA,,"32,092",
2025-08-25,ANDROID,Sportsbetting,USA,,"36,772",
2025-08-25,IOS,Sportsbetting,USA,,"169,111",
2025-08-26,ANDROID,RMG,USA,,"8,916",
2025-08-26,IOS,RMG,USA,,"54,000",
2025-08-26,ANDROID,Sportsbetting,USA,,"47,770",
2025-08-26,IOS,Sportsbetting,USA,,"195,380",